site,species,diam,live,basal.area
3,Eucalyptus.melanophloia,6,0,28.2743
3,Eucalyptus.melanophloia,6,0,28.2743
3,Eucalyptus.melanophloia,6,0,28.2743
3,Eucalyptus.melanophloia,6,1,28.2743
3,Eucalyptus.melanophloia,6,0,28.2743
3,Eucalyptus.melanophloia,6,0,28.2743
3,Eucalyptus.melanophloia,6,0,28.2743
3,Eucalyptus.melanophloia,6,0,28.2743
3,Eucalyptus.melanophloia,6,0,28.2743
3,Eucalyptus.melanophloia,6,0,28.2743
3,Eucalyptus.melanophloia,6,0,28.2743
3,Eucalyptus.melanophloia,6,0,28.2743
3,Eucalyptus.melanophloia,6,0,28.2743
3,Eucalyptus.melanophloia,6,0,28.2743
3,Eucalyptus.melanophloia,6,0,28.2743
3,Eucalyptus.melanophloia,6,0,28.2743
3,Eucalyptus.melanophloia,6,0,28.2743
3,Eucalyptus.melanophloia,6,0,28.2743
3,Eucalyptus.melanophloia,6,0,28.2743
3,Eucalyptus.melanophloia,6,0,28.2743
3,Eucalyptus.melanophloia,6,0,28.2743
3,Eucalyptus.melanophloia,6,0,28.2743
3,Eucalyptus.melanophloia,6.4,0,32.2013
3,Eucalyptus.melanophloia,6.4,0,32.2013
3,Eucalyptus.melanophloia,6.71,1,35.3429
3,Eucalyptus.melanophloia,7,0,38.4845
3,Eucalyptus.melanophloia,7,0,38.4845
3,Eucalyptus.melanophloia,7,1,38.4845
3,Eucalyptus.melanophloia,7,0,38.4845
3,Eucalyptus.melanophloia,7,1,38.4845
3,Eucalyptus.melanophloia,7,0,38.4845
3,Eucalyptus.melanophloia,7,1,38.4845
3,Eucalyptus.melanophloia,7,1,38.4845
3,Eucalyptus.melanophloia,7,0,38.4845
3,Eucalyptus.melanophloia,7,0,38.4845
3,Eucalyptus.melanophloia,7,0,38.4845
3,Eucalyptus.melanophloia,7,0,38.4845
3,Eucalyptus.melanophloia,7,1,38.4845
3,Eucalyptus.melanophloia,7,0,38.4845
3,Eucalyptus.melanophloia,7,0,38.4845
3,Eucalyptus.melanophloia,7,0,38.4845
3,Eucalyptus.melanophloia,7,0,38.4845
3,Eucalyptus.melanophloia,7,1,38.4845
3,Eucalyptus.melanophloia,7,0,38.4845
3,Eucalyptus.melanophloia,7,0,38.4845
3,Eucalyptus.melanophloia,7,0,38.4845
3,Eucalyptus.melanophloia,7,0,38.4845
3,Eucalyptus.melanophloia,7,0,38.4845
3,Eucalyptus.melanophloia,7,0,38.4845
3,Eucalyptus.melanophloia,7,0,38.4845
3,Eucalyptus.melanophloia,7,0,38.4845
3,Eucalyptus.melanophloia,7,0,38.4845
3,Eucalyptus.melanophloia,7,0,38.4845
3,Eucalyptus.melanophloia,7,0,38.4845
3,Eucalyptus.melanophloia,7,0,38.4845
3,Eucalyptus.melanophloia,7,0,38.4845
3,Eucalyptus.melanophloia,7,0,38.4845
3,Eucalyptus.melanophloia,7,0,38.4845
3,Eucalyptus.melanophloia,7,0,38.4845
3,Eucalyptus.melanophloia,7,0,38.4845
3,Eucalyptus.melanophloia,7,0,38.4845
3,Eucalyptus.melanophloia,7,0,38.4845
3,Eucalyptus.melanophloia,7,0,38.4845
3,Eucalyptus.melanophloia,7,0,38.4845
3,Eucalyptus.melanophloia,7,0,38.4845
3,Eucalyptus.melanophloia,7,0,38.4845
3,Eucalyptus.melanophloia,7,0,38.4845
3,Eucalyptus.melanophloia,7,0,38.4845
3,Eucalyptus.melanophloia,7.07,0,39.2699
3,Eucalyptus.melanophloia,7.07,0,39.2699
3,Eucalyptus.melanophloia,7.21,0,40.8407
3,Eucalyptus.melanophloia,7.21,0,40.8407
3,Eucalyptus.melanophloia,7.35,0,42.4115
3,Eucalyptus.melanophloia,8,0,50.2655
3,Eucalyptus.melanophloia,8,1,50.2655
3,Eucalyptus.melanophloia,8,0,50.2655
3,Eucalyptus.melanophloia,8,0,50.2655
3,Eucalyptus.melanophloia,8,1,50.2655
3,Eucalyptus.melanophloia,8,0,50.2655
3,Eucalyptus.melanophloia,8,1,50.2655
3,Eucalyptus.melanophloia,8,0,50.2655
3,Eucalyptus.melanophloia,8,0,50.2655
3,Eucalyptus.melanophloia,8,0,50.2655
3,Eucalyptus.melanophloia,8,0,50.2655
3,Eucalyptus.melanophloia,8,0,50.2655
3,Eucalyptus.melanophloia,8,0,50.2655
3,Eucalyptus.melanophloia,8,0,50.2655
3,Eucalyptus.melanophloia,8,0,50.2655
3,Eucalyptus.melanophloia,8,0,50.2655
3,Eucalyptus.melanophloia,8,0,50.2655
3,Eucalyptus.melanophloia,8,0,50.2655
3,Eucalyptus.melanophloia,8,0,50.2655
3,Eucalyptus.melanophloia,8,0,50.2655
3,Eucalyptus.melanophloia,8,0,50.2655
3,Eucalyptus.melanophloia,8,0,50.2655
3,Eucalyptus.melanophloia,8,0,50.2655
3,Eucalyptus.melanophloia,8,0,50.2655
3,Eucalyptus.melanophloia,8,0,50.2655
3,Eucalyptus.melanophloia,8,0,50.2655
3,Eucalyptus.melanophloia,8,0,50.2655
3,Eucalyptus.melanophloia,8,0,50.2655
3,Eucalyptus.melanophloia,8,0,50.2655
3,Eucalyptus.melanophloia,8,0,50.2655
3,Eucalyptus.melanophloia,8,0,50.2655
3,Eucalyptus.melanophloia,8,0,50.2655
3,Eucalyptus.melanophloia,8,0,50.2655
3,Eucalyptus.melanophloia,8,0,50.2655
3,Eucalyptus.melanophloia,8,0,50.2655
3,Eucalyptus.melanophloia,8,0,50.2655
3,Eucalyptus.melanophloia,8,0,50.2655
3,Eucalyptus.melanophloia,8,0,50.2655
3,Eucalyptus.melanophloia,8,0,50.2655
3,Eucalyptus.melanophloia,8,0,50.2655
3,Eucalyptus.melanophloia,8,0,50.2655
3,Eucalyptus.melanophloia,8.06,1,51.0509
3,Eucalyptus.melanophloia,8.06,0,51.0509
3,Eucalyptus.melanophloia,8.06,0,51.0509
3,Eucalyptus.melanophloia,8.06,1,51.0509
3,Eucalyptus.melanophloia,8.49,0,56.5487
3,Eucalyptus.melanophloia,8.54,0,57.3341
3,Eucalyptus.melanophloia,8.77,0,60.4757
3,Eucalyptus.melanophloia,8.94,0,62.8319
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,1,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,1,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,1,63.6173
3,Eucalyptus.melanophloia,9,1,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,1,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,1,63.6173
3,Eucalyptus.melanophloia,9,1,63.6173
3,Eucalyptus.melanophloia,9,1,63.6173
3,Eucalyptus.melanophloia,9,1,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,1,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9,0,63.6173
3,Eucalyptus.melanophloia,9.43,0,69.9004
3,Eucalyptus.melanophloia,9.49,0,70.6858
3,Eucalyptus.melanophloia,9.49,0,70.6858
3,Eucalyptus.melanophloia,9.49,0,70.6858
3,Eucalyptus.melanophloia,9.85,1,76.1836
3,Eucalyptus.melanophloia,9.9,0,76.969
3,Eucalyptus.melanophloia,9.9,0,76.969
3,Eucalyptus.melanophloia,9.95,0,77.7544
3,Eucalyptus.melanophloia,10,0,78.5398
3,Eucalyptus.melanophloia,10,1,78.5398
3,Eucalyptus.melanophloia,10,0,78.5398
3,Eucalyptus.melanophloia,10,1,78.5398
3,Eucalyptus.melanophloia,10,1,78.5398
3,Eucalyptus.melanophloia,10,0,78.5398
3,Eucalyptus.melanophloia,10,1,78.5398
3,Eucalyptus.melanophloia,10,0,78.5398
3,Eucalyptus.melanophloia,10,1,78.5398
3,Eucalyptus.melanophloia,10,1,78.5398
3,Eucalyptus.melanophloia,10,0,78.5398
3,Eucalyptus.melanophloia,10,0,78.5398
3,Eucalyptus.melanophloia,10,0,78.5398
3,Eucalyptus.melanophloia,10,0,78.5398
3,Eucalyptus.melanophloia,10,1,78.5398
3,Eucalyptus.melanophloia,10,0,78.5398
3,Eucalyptus.melanophloia,10,0,78.5398
3,Eucalyptus.melanophloia,10,0,78.5398
3,Eucalyptus.melanophloia,10,0,78.5398
3,Eucalyptus.melanophloia,10,0,78.5398
3,Eucalyptus.melanophloia,10,0,78.5398
3,Eucalyptus.melanophloia,10,0,78.5398
3,Eucalyptus.melanophloia,10,0,78.5398
3,Eucalyptus.melanophloia,10,0,78.5398
3,Eucalyptus.melanophloia,10,0,78.5398
3,Eucalyptus.melanophloia,10,0,78.5398
3,Eucalyptus.melanophloia,10,1,78.5398
3,Eucalyptus.melanophloia,10,1,78.5398
3,Eucalyptus.melanophloia,10,0,78.5398
3,Eucalyptus.melanophloia,10,0,78.5398
3,Eucalyptus.melanophloia,10,0,78.5398
3,Eucalyptus.melanophloia,10,0,78.5398
3,Eucalyptus.melanophloia,10,0,78.5398
3,Eucalyptus.melanophloia,10,0,78.5398
3,Eucalyptus.melanophloia,10,0,78.5398
3,Eucalyptus.melanophloia,10,0,78.5398
3,Eucalyptus.melanophloia,10,1,78.5398
3,Eucalyptus.melanophloia,10,1,78.5398
3,Eucalyptus.melanophloia,10,0,78.5398
3,Eucalyptus.melanophloia,10,0,78.5398
3,Eucalyptus.melanophloia,10,0,78.5398
3,Eucalyptus.melanophloia,10,0,78.5398
3,Eucalyptus.melanophloia,10,0,78.5398
3,Eucalyptus.melanophloia,10,0,78.5398
3,Eucalyptus.melanophloia,10,0,78.5398
3,Eucalyptus.melanophloia,10.3,0,83.2522
3,Eucalyptus.melanophloia,10.63,0,88.75
3,Eucalyptus.melanophloia,10.77,0,91.1062
3,Eucalyptus.melanophloia,10.82,0,91.8916
3,Eucalyptus.melanophloia,11,1,95.0332
3,Eucalyptus.melanophloia,11,1,95.0332
3,Eucalyptus.melanophloia,11,1,95.0332
3,Eucalyptus.melanophloia,11,0,95.0332
3,Eucalyptus.melanophloia,11,1,95.0332
3,Eucalyptus.melanophloia,11,1,95.0332
3,Eucalyptus.melanophloia,11,1,95.0332
3,Eucalyptus.melanophloia,11,0,95.0332
3,Eucalyptus.melanophloia,11,0,95.0332
3,Eucalyptus.melanophloia,11,1,95.0332
3,Eucalyptus.melanophloia,11,0,95.0332
3,Eucalyptus.melanophloia,11,1,95.0332
3,Eucalyptus.melanophloia,11,1,95.0332
3,Eucalyptus.melanophloia,11,0,95.0332
3,Eucalyptus.melanophloia,11,0,95.0332
3,Eucalyptus.melanophloia,11,0,95.0332
3,Eucalyptus.melanophloia,11,0,95.0332
3,Eucalyptus.melanophloia,11,0,95.0332
3,Eucalyptus.melanophloia,11,0,95.0332
3,Eucalyptus.melanophloia,11,0,95.0332
3,Eucalyptus.melanophloia,11,0,95.0332
3,Eucalyptus.melanophloia,11,0,95.0332
3,Eucalyptus.melanophloia,11,0,95.0332
3,Eucalyptus.melanophloia,11,0,95.0332
3,Eucalyptus.melanophloia,11,0,95.0332
3,Eucalyptus.melanophloia,11,0,95.0332
3,Eucalyptus.melanophloia,11,0,95.0332
3,Eucalyptus.melanophloia,11,0,95.0332
3,Eucalyptus.melanophloia,11,0,95.0332
3,Eucalyptus.melanophloia,11,0,95.0332
3,Eucalyptus.melanophloia,11,0,95.0332
3,Eucalyptus.melanophloia,11,1,95.0332
3,Eucalyptus.melanophloia,11,1,95.0332
3,Eucalyptus.melanophloia,11,0,95.0332
3,Eucalyptus.melanophloia,11,0,95.0332
3,Eucalyptus.melanophloia,11,0,95.0332
3,Eucalyptus.melanophloia,11.18,0,98.1748
3,Eucalyptus.melanophloia,11.18,0,98.1748
3,Eucalyptus.melanophloia,11.7,0,107.5995
3,Eucalyptus.melanophloia,11.87,0,110.7411
3,Eucalyptus.melanophloia,12,0,113.0973
3,Eucalyptus.melanophloia,12,1,113.0973
3,Eucalyptus.melanophloia,12,1,113.0973
3,Eucalyptus.melanophloia,12,1,113.0973
3,Eucalyptus.melanophloia,12,0,113.0973
3,Eucalyptus.melanophloia,12,0,113.0973
3,Eucalyptus.melanophloia,12,0,113.0973
3,Eucalyptus.melanophloia,12,1,113.0973
3,Eucalyptus.melanophloia,12,0,113.0973
3,Eucalyptus.melanophloia,12,0,113.0973
3,Eucalyptus.melanophloia,12,0,113.0973
3,Eucalyptus.melanophloia,12,0,113.0973
3,Eucalyptus.melanophloia,12,1,113.0973
3,Eucalyptus.melanophloia,12,1,113.0973
3,Eucalyptus.melanophloia,12,1,113.0973
3,Eucalyptus.melanophloia,12,0,113.0973
3,Eucalyptus.melanophloia,12,0,113.0973
3,Eucalyptus.melanophloia,12,1,113.0973
3,Eucalyptus.melanophloia,12,1,113.0973
3,Eucalyptus.melanophloia,12,0,113.0973
3,Eucalyptus.melanophloia,12,0,113.0973
3,Eucalyptus.melanophloia,12,0,113.0973
3,Eucalyptus.melanophloia,12,0,113.0973
3,Eucalyptus.melanophloia,12,0,113.0973
3,Eucalyptus.melanophloia,12,0,113.0973
3,Eucalyptus.melanophloia,12.21,0,117.0243
3,Eucalyptus.melanophloia,12.81,0,128.8053
3,Eucalyptus.melanophloia,13,0,132.7323
3,Eucalyptus.melanophloia,13,0,132.7323
3,Eucalyptus.melanophloia,13,1,132.7323
3,Eucalyptus.melanophloia,13,1,132.7323
3,Eucalyptus.melanophloia,13,1,132.7323
3,Eucalyptus.melanophloia,13,1,132.7323
3,Eucalyptus.melanophloia,13,1,132.7323
3,Eucalyptus.melanophloia,13,1,132.7323
3,Eucalyptus.melanophloia,13,0,132.7323
3,Eucalyptus.melanophloia,13,1,132.7323
3,Eucalyptus.melanophloia,13,0,132.7323
3,Eucalyptus.melanophloia,13,0,132.7323
3,Eucalyptus.melanophloia,13,1,132.7323
3,Eucalyptus.melanophloia,13,0,132.7323
3,Eucalyptus.melanophloia,13,0,132.7323
3,Eucalyptus.melanophloia,13,0,132.7323
3,Eucalyptus.melanophloia,13,0,132.7323
3,Eucalyptus.melanophloia,13,0,132.7323
3,Eucalyptus.melanophloia,13.19,0,136.6593
3,Eucalyptus.melanophloia,13.42,0,141.3717
3,Eucalyptus.melanophloia,13.93,0,152.3672
3,Eucalyptus.melanophloia,14,0,153.938
3,Eucalyptus.melanophloia,14,1,153.938
3,Eucalyptus.melanophloia,14,0,153.938
3,Eucalyptus.melanophloia,14,0,153.938
3,Eucalyptus.melanophloia,14,0,153.938
3,Eucalyptus.melanophloia,14.14,0,157.0796
3,Eucalyptus.melanophloia,14.32,1,161.0066
3,Eucalyptus.melanophloia,15,0,176.7146
3,Eucalyptus.melanophloia,15,1,176.7146
3,Eucalyptus.melanophloia,15,0,176.7146
3,Eucalyptus.melanophloia,15,1,176.7146
3,Eucalyptus.melanophloia,15,1,176.7146
3,Eucalyptus.melanophloia,15,1,176.7146
3,Eucalyptus.melanophloia,15,1,176.7146
3,Eucalyptus.melanophloia,15,0,176.7146
3,Eucalyptus.melanophloia,15,0,176.7146
3,Eucalyptus.melanophloia,15,0,176.7146
3,Eucalyptus.melanophloia,15,1,176.7146
3,Eucalyptus.melanophloia,15,0,176.7146
3,Eucalyptus.melanophloia,15,0,176.7146
3,Eucalyptus.melanophloia,15.07,0,178.2854
3,Eucalyptus.melanophloia,16,1,201.0619
3,Eucalyptus.melanophloia,16,0,201.0619
3,Eucalyptus.melanophloia,17,1,226.9801
3,Eucalyptus.melanophloia,17,1,226.9801
3,Eucalyptus.melanophloia,17.2,0,232.4779
3,Eucalyptus.melanophloia,18,1,254.469
3,Eucalyptus.melanophloia,18,0,254.469
3,Eucalyptus.melanophloia,18.44,1,267.0354
3,Eucalyptus.melanophloia,19,0,283.5287
3,Eucalyptus.melanophloia,19,0,283.5287
3,Eucalyptus.melanophloia,19,0,283.5287
3,Eucalyptus.melanophloia,19,0,283.5287
3,Eucalyptus.melanophloia,20,1,314.1593
3,Eucalyptus.melanophloia,20,0,314.1593
3,Eucalyptus.melanophloia,20,0,314.1593
3,Eucalyptus.melanophloia,21,1,346.3606
3,Eucalyptus.melanophloia,21,0,346.3606
3,Eucalyptus.melanophloia,21,1,346.3606
3,Eucalyptus.melanophloia,21.93,0,377.7765
3,Eucalyptus.melanophloia,22,1,380.1327
3,Eucalyptus.melanophloia,22,0,380.1327
3,Eucalyptus.melanophloia,22,1,380.1327
3,Eucalyptus.melanophloia,22,1,380.1327
3,Eucalyptus.melanophloia,22,0,380.1327
3,Eucalyptus.melanophloia,22,0,380.1327
3,Eucalyptus.melanophloia,22,0,380.1327
3,Eucalyptus.melanophloia,22.63,0,402.1239
3,Eucalyptus.melanophloia,22.8,0,408.407
3,Eucalyptus.melanophloia,23,0,415.4756
3,Eucalyptus.melanophloia,23,1,415.4756
3,Eucalyptus.melanophloia,23,0,415.4756
3,Eucalyptus.melanophloia,23,0,415.4756
3,Eucalyptus.melanophloia,23,0,415.4756
3,Eucalyptus.melanophloia,23.43,1,431.1836
3,Eucalyptus.melanophloia,23.6,0,437.4668
3,Eucalyptus.melanophloia,24,0,452.3893
3,Eucalyptus.melanophloia,24,0,452.3893
3,Eucalyptus.melanophloia,24,0,452.3893
3,Eucalyptus.melanophloia,24,1,452.3893
3,Eucalyptus.melanophloia,24,0,452.3893
3,Eucalyptus.melanophloia,24.7,0,479.0929
3,Eucalyptus.melanophloia,25,1,490.8739
3,Eucalyptus.melanophloia,25,0,490.8739
3,Eucalyptus.melanophloia,25,1,490.8739
3,Eucalyptus.melanophloia,25,0,490.8739
3,Eucalyptus.melanophloia,25,0,490.8739
3,Eucalyptus.melanophloia,25,0,490.8739
3,Eucalyptus.melanophloia,25.5,0,510.5088
3,Eucalyptus.melanophloia,25.55,0,512.865
3,Eucalyptus.melanophloia,26,0,530.9292
3,Eucalyptus.melanophloia,26,1,530.9292
3,Eucalyptus.melanophloia,26,0,530.9292
3,Eucalyptus.melanophloia,26,0,530.9292
3,Eucalyptus.melanophloia,26,1,530.9292
3,Eucalyptus.melanophloia,26,1,530.9292
3,Eucalyptus.melanophloia,26.25,0,541.1393
3,Eucalyptus.melanophloia,27,0,572.5553
3,Eucalyptus.melanophloia,27,0,572.5553
3,Eucalyptus.melanophloia,27,0,572.5553
3,Eucalyptus.melanophloia,27,1,572.5553
3,Eucalyptus.melanophloia,27.17,0,579.6238
3,Eucalyptus.melanophloia,28,1,615.7522
3,Eucalyptus.melanophloia,28,0,615.7522
3,Eucalyptus.melanophloia,28.28,0,628.3185
3,Eucalyptus.melanophloia,29,0,660.5199
3,Eucalyptus.melanophloia,29,1,660.5199
3,Eucalyptus.melanophloia,29,1,660.5199
3,Eucalyptus.melanophloia,29,0,660.5199
3,Eucalyptus.melanophloia,29,0,660.5199
3,Eucalyptus.melanophloia,29,1,660.5199
3,Eucalyptus.melanophloia,29,1,660.5199
3,Eucalyptus.melanophloia,29,0,660.5199
3,Eucalyptus.melanophloia,29,0,660.5199
3,Eucalyptus.melanophloia,29,0,660.5199
3,Eucalyptus.melanophloia,29.53,0,684.8672
3,Eucalyptus.melanophloia,29.7,0,692.7212
3,Eucalyptus.melanophloia,30.89,0,749.2698
3,Eucalyptus.melanophloia,31,0,754.7676
3,Eucalyptus.melanophloia,31.83,0,795.6083
3,Eucalyptus.melanophloia,31.89,0,798.7499
3,Eucalyptus.melanophloia,32,0,804.2477
3,Eucalyptus.melanophloia,33,0,855.2986
3,Eucalyptus.melanophloia,33,0,855.2986
3,Eucalyptus.melanophloia,34,1,907.9203
3,Eucalyptus.melanophloia,34,1,907.9203
3,Eucalyptus.melanophloia,35,0,962.1128
3,Eucalyptus.melanophloia,35,0,962.1128
3,Eucalyptus.melanophloia,36.62,1,1053.2189
3,Eucalyptus.melanophloia,37,0,1075.2101
3,Eucalyptus.melanophloia,37.7,1,1116.0508
3,Eucalyptus.melanophloia,39.36,1,1216.5818
3,Eucalyptus.melanophloia,41,0,1320.2543
3,Eucalyptus.melanophloia,47,0,1734.9445
