"waterlevel","DNA.concentration"
0.923284838148841,2.16115014676713
2.25365884226264,0.742305260868656
4.04882683619276,3.26616374795575
3.94409556885814,2.00188568826781
5.10175859663865,3.46121958272703
5.5425314091747,4.20477977073359
7.35551224650629,4.54003020208595
8.43988903101689,3.81439103155291
9.65078853220589,4.26192850839831
10.466569776555,4.95676058842473
10.9847616664514,6.11798515029247
12.0526736440007,5.9112858958089
12.9695122901366,6.48927031720933
13.7876196294542,7.83430402007139
15.4069161308707,8.46045209633229
15.9950709221455,8.69292958666412
16.9628758023781,9.50554187459199
17.5869547498533,9.29136490388658
18.9394869232392,9.55355178697669
19.4206127687604,9.62977991243674
